"Sifra";"Naziv";"Nositelj";"Vrsta ustanove nositelja";"Izvodjac";"Mjesto Izvodjenja";"Tip SP";"Vrsta SP";"Trajanje";"ECTS";"PPG";"Akademski stupanj"
1628;"Tekstilna odjevna i obućarska tehnologija; smjerovi: Tekstilna tehnologija - mehanička, Tekstilna tehnologija - kemijska, Odjevna tehnologija, Obućarska tehnologija, Dizajn obuće";"Sveučilište u Zagrebu";"Javno";"Tekstilno-tehnološki fakultet, Zagreb";"VARAŽDIN";"stručni";"stručni studij";3;180;"2.13.  TEHNIČKE ZNANOSTI / Tekstilna tehnologija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka tekstilne, odjevne i obućarske tehnologije"
1629;"Drvna tehnologija";"Sveučilište u Zagrebu";"Javno";"Šumarski fakultet, Zagreb";"ZAGREB";"stručni";"preddiplomski stručni studij";3;180;"4.03.  BIOTEHNIČKE ZNANOSTI / Drvna tehnologija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka drvne tehnologije"
1631;"Ekonomija; smjer: Računovodstvo i financije";"Sveučilište u Splitu";"Javno";"Sveučilište u Splitu Sveučilišni odjel za stručne studije ";"ZAGREB";"stručni";"stručni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a pristupnik/pristupnica ekonomije"
1632;"Brodogradnja";"Sveučilište u Splitu";"Javno";"Fakultet elektrotehnike, strojarstva i brodogradnje, Split";"VODICE";"stručni";"stručni studij";3;180;"2.02.  TEHNIČKE ZNANOSTI / Brodogradnja";"stručni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) inženjer/inžinjerka brodogradnje"
1633;"Sigurnost; smjerovi: Zaštita na radu, Zaštita od požara";"Visoka škola za sigurnost s pravom javnosti, Zagreb";"Privatno ";"Visoka škola za sigurnost s pravom javnosti, Zagreb";"SPLIT";"stručni";"stručni studij";3;180;"2.16.  TEHNIČKE ZNANOSTI / Interdisciplinarne tehničke znanosti";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka sigurnosti i zaštite"
1635;"Računarstvo";"Sveučilište u Splitu";"Javno";"Fakultet elektrotehnike, strojarstva i brodogradnje, Split";"OPUZEN";"stručni";"stručni studij";3;180;"2.09.  TEHNIČKE ZNANOSTI / Računarstvo";"stručni/a prvostupnik/ prvostupnica inženjer/inženjerka računarstva"
1637;"Cestovni promet";"Veleučilište u Rijeci";"Javno";"Veleučilište u Rijeci";"OGULIN";"stručni";"stručni studij";3;180;"2.12.  TEHNIČKE ZNANOSTI / Tehnologija prometa i transport";"stručni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka prometa"
1638;"Željeznički promet";"Veleučilište u Rijeci";"Javno";"Veleučilište u Rijeci";"OGULIN";"stručni";"stručni studij";3;180;"2.12.  TEHNIČKE ZNANOSTI / Tehnologija prometa i transport";"stručni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka prometa"
1639;"Vinarstvo";"Veleučilište u Rijeci";"Javno";"Veleučilište u Rijeci";"POREČ";"stručni";"stručni studij";3;180;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka vinarstva"
1640;"Vinarstvo";"Veleučilište u Rijeci";"Javno";"Veleučilište u Rijeci";"POREČ";"stručni";"specijalistički diplomski stručni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"stručni/a specijalist/specijalistica inženjer/inženjerka vinarstva"
1642;"Povijest";"Sveučilište u Splitu";"Javno";"Filozofski fakultet u Splitu";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";3;90;"6.04.  HUMANISTIČKE ZNANOSTI / Povijest";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) povijesti"
1643;"Povijest (dvopredmetni); smjerovi: nastavnički i istraživački";"Sveučilište u Splitu";"Javno";"Filozofski fakultet u Splitu";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.04.  HUMANISTIČKE ZNANOSTI / Povijest";"magistar/magistra povijesti; magistar/magistra edukacije povijesti"
1644;"Zdravstveno i ekološko inženjerstvo ";"Sveučilište u Rijeci";"Javno";"Medicinski fakultet, Rijeka";"RIJEKA";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"3.03.  BIOMEDICINA I ZDRAVSTVO / Javno zdravstvo i zdravstvena zaštita";"doktor/doktorica znanosti, interdisciplinarna područja znanosti, polje integrativna bioetika (biomedicina i zdravstvo)"
1645;"Medicinska biokemija i laboratorijska medicina";"Sveučilište u Zagrebu";"Javno";"Farmaceutsko-biokemijski fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski specijalistički studiji";1;60;"3.06  BIOMEDICINA I ZDRAVSTVO / Farmacija";"sveučilišni/a magistar/ magistra medicinske biokemije i laboratorijske medicine"
1646;"Europski studiji ";"Sveučilište u Zagrebu";"Javno";"Fakultet političkih znanosti, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski specijalistički studiji";1;60;"8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI";"sveučilišni/a specijalist/specijalistica europskih studija"
1647;"Kreativni menadžment u procesima ";"POLITEHNIKA PULA - Visoka tehničko-poslovna škola s pravom javnosti, Pula";"Privatno ";"POLITEHNIKA PULA - Visoka tehničko-poslovna škola s pravom javnosti, Pula";"PULA";"stručni";"specijalistički diplomski stručni studij";2;120;"2.15.  TEHNIČKE ZNANOSTI / Temeljne tehničke znanosti";"stručni/a specijalist/ specijalistica kreativnog menadžmenta"
1648;"Kemijsko inženjerstvo u razvoju materijala i zaštiti okoliša";"Sveučilište u Splitu";"Javno";"Kemijsko-tehnološki fakultet, Split ";"SPLIT";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"2.07.  TEHNIČKE ZNANOSTI / Kemijsko inženjerstvo";"doktor/doktorica znanosti, područje tehničkih znanosti, polje kemijsko inženjerstvo"
1649;"Biotehnologija i istraživanje lijekova";"Sveučilište u Rijeci";"Javno";"Sveučilište u Rijeci - Odjel za biotehnologiju ";"RIJEKA";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"8.07.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Biotehnologija u biomedicini (prirodno područje, biomedicina i zdravstvo, biotehničko područje)";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) biotehnologije i istraživanja lijekova"
1650;"Psihološko savjetovanje";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"poslijediplomski specijalistički studiji";2;120;"5.06.  DRUŠTVENE ZNANOSTI / Psihologija";"sveučilišni/a specijalist/specijalistica psihološkog savjetovanja"
1651;"Ekonomija i poslovna ekonomija";"Sveučilište u Rijeci";"Javno";"Ekonomski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"doktor/doktorica znanosti, područje društvenih znanosti, polje ekonomija"
1652;"Primijenjeno/poslovno računarstvo";"Sveučilište u Dubrovniku";"Javno";"Sveučilište u Dubrovniku";"DUBROVNIK";"sveučilišni";"diplomski sveučilišni studij";2;120;"2.09.  TEHNIČKE ZNANOSTI / Računarstvo";"magistar/magistra inženjer/inženjerka računarstva"
1654;"Odnosi s javnošću i studij medija";"Veleučilište VERN, Zagreb";"Privatno ";"Veleučilište VERN, Zagreb";"ZAGREB";"stručni";"stručni studij";3;180;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"stručni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) odnosa s javnošću"
1655;"Poduzetništvo; smjerovi: Ruralno poduzetništvo, Poduzetništvo ";"Visoka škola za menadžment u turizmu i informatici u Virovitici";"Javno";"Visoka škola za menadžment u turizmu i informatici u Virovitici";"VIROVITICA";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1658;"Pravne znanosti";"Sveučilište u Zagrebu";"Javno";"Pravni fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"5.02.  DRUŠTVENE ZNANOSTI / Pravo";"doktor/doktorica znanosti, područje društvenih znanosti, polje pravo"
1662;"Istraživanje i razvoj lijekova";"Sveučilište u Rijeci";"Javno";"Sveučilište u Rijeci - Odjel za biotehnologiju ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"8.07.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Biotehnologija u biomedicini (prirodno područje, biomedicina i zdravstvo, biotehničko područje)";"magistar/magistra istraživanja i razvoja lijekova"
1663;"Informatika";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea)  informatike"
1665;"Primijenjeno računarstvo";"Visoko učilište Algebra, Zagreb ";"Privatno ";"Visoko učilište Algebra, Zagreb ";"ZAGREB";"stručni";"stručni studij";3;180;"2.09.  TEHNIČKE ZNANOSTI / Računarstvo";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka računarstva"
1669;"Trgovina ";"Veleučilište u Požegi";"Javno";"Veleučilište u Požegi";"POŽEGA";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1670;"Održivo upravljanje okolišem";"Sveučilište u Zagrebu";"Javno";"Sveučilište u Zagrebu";"ZAGREB";"sveučilišni";"poslijediplomski specijalistički studiji";1.5;90;"8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI";"sveučilišni/a specijalist/specijalistica upravljanja okolišem"
1671;"Računarstvo; smjerovi: Programsko inženjerstvo, Inženjerstvo računalnih sustava i mreža";"Međimursko veleučilište u Čakovcu";"Javno";"Međimursko veleučilište u Čakovcu";"ČAKOVEC";"stručni";"stručni studij";3;180;"2.09.  TEHNIČKE ZNANOSTI / Računarstvo";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka računarstva"
1672;"Graditeljstvo";"Međimursko veleučilište u Čakovcu";"Javno";"Međimursko veleučilište u Čakovcu";"ČAKOVEC";"stručni";"stručni studij";3;180;"2.05.  TEHNIČKE ZNANOSTI / Građevinarstvo";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka građevinarstva"
1673;"Proizvodno strojarstvo";"Međimursko veleučilište u Čakovcu";"Javno";"Međimursko veleučilište u Čakovcu";"ČAKOVEC";"stručni";"stručni studij";3;180;"2.11.  TEHNIČKE ZNANOSTI / Strojarstvo";"stručni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka strojarstva"
1674;"Međunarodni odnosi ";"Libertas Međunarodno sveučilište, Zagreb ";"Privatno ";"Libertas Međunarodno sveučilište, Zagreb ";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"5.03.  DRUŠTVENE ZNANOSTI / Politologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) međunarodnih odnosa"
1675;"Međunarodno poslovanje ";"Libertas Međunarodno sveučilište, Zagreb ";"Privatno ";"Libertas Međunarodno sveučilište, Zagreb ";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1676;"Gluma ";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.01.  UMJETNIČKO PODRUČJE / Kazališna umjetnost (scenske i medijske umjetnosti)";"sveučilišni/a prvostupnik/prvostupnica (bacccalaureus/baccalaurea) glume "
1677;"Mehatronika";"Veleučilište u Bjelovaru ";"Privatno ";"Veleučilište u Bjelovaru ";"BJELOVAR";"stručni";"stručni studij";3;180;"2.11.  TEHNIČKE ZNANOSTI / Strojarstvo";"stručni/a prvostupnik/ca (baccalaureus/ baccalaurea) inženjer/ka mehatronike"
1681;"Sociologija ";"Hrvatsko katoličko sveučilište, Zagreb";"Privatno ";"Hrvatsko katoličko sveučilište, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"5.05.  DRUŠTVENE ZNANOSTI / Sociologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) sociologije"
1682;"Kroatologija";"Sveučilište u Zagrebu";"Javno";"Hrvatski studiji, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"8.04.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Kroatologija";"doktor/doktorica znanosti, područje humanističkih znanosti, polje kroatologija "
1683;"Psihologija";"Hrvatsko katoličko sveučilište, Zagreb";"Privatno ";"Hrvatsko katoličko sveučilište, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"5.06.  DRUŠTVENE ZNANOSTI / Psihologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) psihologije"
1684;"Povijest";"Hrvatsko katoličko sveučilište, Zagreb";"Privatno ";"Hrvatsko katoličko sveučilište, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"6.04.  HUMANISTIČKE ZNANOSTI / Povijest";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) povijesti"
1687;"Primjena informacijske tehnologije u poslovanju";"Sveučilište u Zagrebu";"Javno";"Fakultet organizacije i informatike, Varaždin";"KRIŽEVCI";"stručni";"stručni studij";3;180;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) poslovne informatike"
1691;"Marketing posebnih područja";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Ekonomski fakultet, Osijek";"OSIJEK";"sveučilišni";"poslijediplomski specijalistički studiji";1;60;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"sveučilišni/a specijalist/specijalistica marketinga posebnih područja"
1692;"Glazbena pedagogija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"preddiplomski sveučilišni studij";4;240;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) glazbene pedagogije"
1693;"Glazbena pedagogija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra glazbene pedagogije"
1695;"Glazbena pedagogija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra glazbene pedagogije"
1697;"Poslovna ekonomija; smjer: Informatičko poslovanje";"Sveučilište u Rijeci";"Javno";"Ekonomski fakultet, Rijeka ";"SENJ";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije"
1702;"Znanost o moru";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"1.06.  PRIRODNE ZNANOSTI / Geofizika";"sveučilišni/a prvostupnik/prvostupnica struke znanosti o moru"
1704;"Učiteljski studij";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"GOSPIĆ";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"5.07.  DRUŠTVENE ZNANOSTI / Pedagogija";"magistar/magistra  primarnog obrazovanja"
1705;"Računarstvo";"Sveučilište u Rijeci";"Javno";"Tehnički fakultet, Rijeka ";"RIJEKA";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.09.  TEHNIČKE ZNANOSTI / Računarstvo";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka računarstva"
1708;"Brodostrojarstvo";"Sveučilište u Splitu";"Javno";"Pomorski fakultet, Split";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.12.  TEHNIČKE ZNANOSTI / Tehnologija prometa i transport";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka brodostrojarstva"
1709;"Pomorske elektrotehničke i informatičke tehnologije ";"Sveučilište u Splitu";"Javno";"Pomorski fakultet, Split";"SPLIT";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"2.12.  TEHNIČKE ZNANOSTI / Tehnologija prometa i transport";"sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka elektrotehničke i informatičke tehnologije"
1717;"Moderna i suvremena hrvatska povijest u europskom i svjetskom kontekstu";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"6.04.  HUMANISTIČKE ZNANOSTI / Povijest";"doktor/doktorica znanosti, područje humanističkih znanosti, polje povijest"
1719;"Sestrinstvo ";"Sveučilište Sjever, Koprivnica";"Javno";"Sveučilište Sjever, Koprivnica";"VARAŽDIN";"stručni";"stručni studij";3;180;"3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) sestrinstva"
1720;"Cestovni promet";"Veleučilište ""Nikola Tesla"" u Gospiću";"Javno";"Veleučilište ""Nikola Tesla"" u Gospiću";"GOSPIĆ";"stručni";"stručni studij";3;180;"2.12.  TEHNIČKE ZNANOSTI / Tehnologija prometa i transport";"stručni/a prvostupnik/ prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka prometa"
1722;"Društvo znanja i prijenos informacija ";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"doktor/doktorica znanosti, područje društvenih znanosti, polje informacijskih i komunikacijskih znanosti"
1728;"Biotehnologija u medicini";"Sveučilište u Rijeci";"Javno";"Sveučilište u Rijeci - Odjel za biotehnologiju ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"8.07.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Biotehnologija u biomedicini (prirodno područje, biomedicina i zdravstvo, biotehničko područje)";"magistar/magistra biotehnologije u medicini"
1729;"Ekonomija";"Sveučilište u Dubrovniku";"Javno";"Sveučilište u Dubrovniku";"DUBROVNIK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
1737;"Medicinska kemija";"Sveučilište u Rijeci";"Javno";"Sveučilište u Rijeci - Odjel za biotehnologiju ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"8.07.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Biotehnologija u biomedicini (prirodno područje, biomedicina i zdravstvo, biotehničko područje)";"magistar/magistra medicinske kemije"
1738;"Sportski menadžment";"Visoka škola za menadžment i dizajn Aspira, Split ";"Privatno ";"Visoka škola za menadžment i dizajn Aspira, Split ";"SPLIT";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica  (baccalaureus/baccalaurea) sportskog  menadžmenta"
1739;"Sigurnost na radu ";"Veleučilište u Rijeci";"Javno";"Veleučilište u Rijeci";"RIJEKA";"stručni";"specijalistički diplomski stručni studij";2;120;"2.15.  TEHNIČKE ZNANOSTI / Temeljne tehničke znanosti";"stručni/a specijalist/specijalistica inženjer/inženjerka sigurnosti i zaštite"
1749;"Menadžment turizma i športa ";"Međimursko veleučilište u Čakovcu";"Javno";"Međimursko veleučilište u Čakovcu";"ČAKOVEC";"stručni";"stručni studij";3;180;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije "
1752;"Farmacija ";"Sveučilište u Splitu";"Javno";"Medicinski fakultet, Split";"SPLIT";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"3.06  BIOMEDICINA I ZDRAVSTVO / Farmacija";"magistar/magistra farmacije"
1752;"Farmacija ";"Sveučilište u Splitu";"Javno";"Kemijsko-tehnološki fakultet, Split ";"SPLIT";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"3.06  BIOMEDICINA I ZDRAVSTVO / Farmacija";"magistar/magistra farmacije"
1754;"Sestrinstvo";"Veleučilište u Bjelovaru ";"Privatno ";"Veleučilište u Bjelovaru ";"BJELOVAR";"stručni";"preddiplomski stručni studij";3;180;"3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti";"stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) sestrinstva"
1757;"Kliničko sestrinstvo ";"Zdravstveno veleučilište, Zagreb";"Javno";"Zdravstveno veleučilište, Zagreb";"ZAGREB";"stručni";"specijalistički diplomski stručni studij";2;120;"3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti";"diplomirana/i medicinska sestra/ medicinski tehničar"
